hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,is_rv,planet_id
TRAPPIST-1,1,1,7,Transit,2016,La Silla Observatory,Published Confirmed,0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,4.049219,2.60E-05,-2.60E-05,0,0.02227,0.00019,-0.00019,0,0.788,0.011,-0.01,0,0.07030077,0.00098136,-0.00089214,0,0.388,0.012,-0.012,0,0.00122078,3.78E-05,-3.78E-05,0,Mass,,,,,1.115,0.043,-0.043,0,,,,,1,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566,26,-26,0,0.1192,0.0013,-0.0013,0,0.0898,0.0023,-0.0023,0,,,,,,5.2396,0.0056,-0.0073,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,,,,17.02,0.2,-0.2,10.296,0.023,-0.023,15.6451,0.001448,-0.001448,14-11-2022,2021-02,14-11-2022,0,TRAPPIST-1_4.049219
TOI-2193 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.1225735,1.60E-06,-1.60E-06,0,0.03319,0.00052,-0.00051,0,19.83989584,,,0,1.77,,,0,298.7587026,57.20911326,-57.20911326,0,0.94,0.18,-0.18,0,Mass,0,,,0,1600,81,-81,0,1763,21,-22,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5966,73,-72,0,1.248,0.026,-0.028,0,1.082,0.052,-0.049,0,0.027,0.066,-0.052,0,[Fe/H],4.278,0.03,-0.024,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m45.90s,313.691232,-72d48m16.71s,-72.8046404,337.064,2.385,-2.351,11.976,0.021,-0.021,10.383,0.021,-0.021,11.8135,0.000203,-0.000203,29-08-2022,2022-08,29-08-2022,0,TOI-2193 A_2.1225735
Kepler-405,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.613839,0.000111,-0.000111,0,0.095,,,0,2.08,0.99,-0.99,0,0.186,0.088,-0.088,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5818,250,-250,0,0.893,0.425,-0.425,0,0.95,,,,,,,,,4.536,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.08,43.33,-40.14,16.181,0.389,-0.389,14.056,0.067,-0.067,15.8023,0.000485,-0.000485,14-05-2014,2014-03,14-05-2014,0,Kepler-405_10.613839
Kepler-719,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.007317779,1.25E-06,-1.25E-06,0,0.1011,,,,8.52,1.83,-0.9,0,0.76010349,0.16326166,-0.08029262,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5777,199.43,-220.79,0,0.98,0.21,-0.103,0,0.99,0.08,-0.07,0,-0.02,0.135,-0.176,0,[Fe/H],4.45,0.075,-0.154,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m08.66s,295.5360628,+43d53m03.88s,43.8844116,2497.51,269.1,-222.42,16.128,0.103,-0.103,14.126,0.065,-0.065,15.9037,0.000641,-0.000641,06-05-2016,2016-05,10-05-2016,0,Kepler-719_5.007317779
HD 7199,1,1,1,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,615,7,-7,0,1.36,0.02,-0.02,0,,,,,,,,,85.8141,9.5349,-9.5349,0,0.27,0.03,-0.03,0,Msini,0.19,0.16,-0.16,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5371,28,-28,0,0.97,0.02,-0.02,0,0.77,0.09,-0.09,0,0.32,,,0,[Fe/H],4.35,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h10m47.50s,17.6979344,-66d11m19.30s,-66.1886947,36.1531,0.0364,-0.0364,8.06,0.03,-0.03,6.229,0.018,-0.018,7.83743,0.00023,-0.00023,04-09-2018,2017-03,06-09-2018,1,HD 7199_615.0
HAT-P-19,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,4.00878322,1.90E-07,-1.90E-07,0,0.04599,0.00063,-0.00058,0,11.29865255,0.15692573,-0.14571675,0,1.008,0.014,-0.013,0,88.03846874,5.40308292,-5.08525451,0,0.277,0.017,-0.016,0,Mass,,,,,154,5,-5,0,981.2,7.7,-8.1,0,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,,4962,39,-41,0,0.773,0.011,-0.01,0,0.807,0.034,-0.03,0,0.166,0.07,-0.068,0,[Fe/H],4.5687,0.0066,-0.0067,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h38m03.98s,9.5165832,+34d42m41.05s,34.7114025,202.078,1.471,-1.451,12.826,0.057,-0.057,10.546,0.019,-0.019,12.5567,0.000238,-0.000238,22-01-2024,2024-01,22-01-2024,0,HAT-P-19_4.00878322
HIP 105854,1,1,1,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=JONES_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A.113J/abstract target=ref> Jones et al. 2014</a>,184.2,0.5,-0.5,0,0.81,0.03,-0.03,0,,,,,,,,,2606.1,63.6,-63.6,0,8.2,0.2,-0.2,0,Msini,0.02,0.03,-0.03,0,,,,,,,,,0,<a refstr=JONES_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...566A.113J/abstract target=ref> Jones et al. 2014</a>,K2 III,4780,100,-100,0,0.94,,,,2.1,0.1,-0.1,0,0.31,0.18,-0.18,0,[Fe/H],2.94,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h26m23.09s,321.5962275,-37d49m46.12s,-37.8294782,78.6381,0.7437,-0.7437,5.64,0.03,-0.03,2.994,0.232,-0.232,5.28614,0.0022738,-0.0022738,11-06-2014,2014-06,11-06-2014,1,HIP 105854_184.2
Kepler-887,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.42228798,9.23E-05,-9.23E-05,0,0.1011,,,,1.84,0.27,-0.17,0,0.1641538,0.02408779,-0.01516638,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6194,62.11,-49.68,0,1.29,0.186,-0.117,0,1.19,0.052,-0.039,0,0.08,0.079,-0.077,0,[Fe/H],4.29,0.077,-0.101,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m21.79s,290.0907893,+39d49m00.87s,39.8169085,886.588,12.515,-12.177,13.52,0.069,-0.069,12.241,0.023,-0.023,13.4496,0.000276,-0.000276,06-05-2016,2016-05,10-05-2016,0,Kepler-887_20.42228798
Kepler-416,1,1,3,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,12.209,,,0,0.1011,,,,,,,,,,,,,,,,0.432,,,,,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.075,,,0,1,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m13.67s,291.5569554,+39d13m38.25s,39.2272923,690.819,9.0135,-9.0135,14.166,0.092,-0.092,12.51,0.027,-0.027,14.0197,0.000226,-0.000226,28-05-2014,2014-05,28-05-2014,0,Kepler-416_12.209
K2-48,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.5065,0.0035,-0.0035,0,0.1344,0.0012,-0.0012,0,2.24,0.24,-0.24,0,0.19983941,0.02141137,-0.02141137,0,,,,,0.432,,,,,,,,,15.3,1.3,-1.3,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4899,78,-78,0,0.73,0.02,-0.02,0,0.77,0.02,-0.02,0,,,,,,4.603,0.025,-0.025,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h44m29.59s,176.1233077,+03d16m20.57s,3.2723812,313.764,2.856,-2.856,14.345,0.08,-0.08,11.838,0.027,-0.027,13.9677,0.000622,-0.000622,14-07-2016,2016-09,18-07-2016,0,K2-48_20.5065
Kepler-653,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.70748976,3.76E-05,-3.76E-05,0,0.1011,,,,1.95,0.29,-0.26,0,0.17396735,0.02587207,-0.02319565,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5665,54.97,-60.88,0,1.19,0.173,-0.16,0,1.02,0.048,-0.038,0,0.23,0.077,-0.078,0,[Fe/H],4.29,0.124,-0.109,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.634,4.566,-4.497,13.498,0.114,-0.114,11.793,0.011,-0.011,13.3461,0.000233,-0.000233,06-05-2016,2016-05,10-05-2016,0,Kepler-653_14.70748976
HD 108236,1,1,5,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,29.54115,0.00033,-0.00042,0,0.1758,0.0041,-0.0038,0,2.017,0.052,-0.057,0,0.17994469,0.00463913,-0.0050852,0,,,,,0.3,,,,,0.051,0.036,-0.034,0,,,,,,,,,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660,61,-61,0,0.877,0.008,-0.008,0,0.869,0.05,-0.048,0,-0.28,0.04,-0.04,0,[Fe/H],4.49,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978,0.1943,-0.1932,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157,21-01-2021,2021-02,28-01-2021,0,HD 108236_29.54115
MOA-2012-BLG-006L,1,1,1,Microlensing,2017,Multiple Observatories,Published Confirmed,0,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>,,,,,10.2,1.8,-2.4,0,,,,,,,,,2700,1500,-1200,0,8.4,4.6,-3.9,0,Mass,,,,,,,,,,,,,0,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>,,,,,,0.94,,,,0.49,0.27,-0.23,0,,,,,,,,,,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,5300,800,-1300,,,,,,,,,,05-12-2019,2017-08,15-09-2017,0,MOA-2012-BLG-006L_nan
K2-240,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,20.523,0.001,-0.001,0,0.1159,0.002,-0.002,0,1.8,0.3,-0.1,0,0.16058524,0.02676421,-0.0089214,0,,,,,0.432,,,,,,,,,,,,,389,19,-17,0,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M0.5 V,3810,17,-17,0,0.54,0.01,-0.01,0,0.58,0.01,-0.01,0,-0.1,0.1,-0.1,0,[Fe/H],4.7,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m23.85s,227.849371,-17d52m31.61s,-17.8754464,72.9105,0.52255,-0.52255,13.372,0.022,-0.022,9.56,0.023,-0.023,12.6212,0.00187,-0.00187,26-06-2018,2018-10,21-06-2018,0,K2-240_20.523
Kepler-227,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,54.418694,0.00046,-0.00046,0,0.29,,,0,3.04,1.53,-1.53,0,0.271,0.136,-0.136,0,,,,,0.432,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5854,200,-200,0,1.091,0.547,-0.547,0,0.95,,,,,,,,,4.401,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m44.23s,291.9342748,+48d08m30.03s,48.141676,1083.06,29.67,-29.67,15.623,0.126,-0.126,13.648,0.054,-0.054,15.3234,0.00042,-0.00042,14-05-2014,2014-03,14-05-2014,0,Kepler-227_54.418694
Kepler-393,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.182417,9.60E-05,-9.60E-05,0,0.091,,,0,1.29,0.25,-0.25,0,0.115,0.022,-0.022,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6189,100,-100,0,1.382,0.263,-0.263,0,0.95,,,,,,,,,4.233,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m58.85s,290.995205,+45d11m31.88s,45.192188,881.404,14.022,-13.598,13.258,0.103,-0.103,11.995,0.017,-0.017,13.1783,0.000266,-0.000266,14-05-2014,2014-03,14-05-2014,0,Kepler-393_9.182417
KMT-2016-BLG-2605L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=RYU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...96R/abstract target=ref>Ryu et al. 2021</a>,,,,,0.681,0.102,-0.11,0,,,,,,,,,245.0457018,375.9910055,-127.4491912,0,0.771,1.183,-0.401,0,Mass,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...96R/abstract target=ref>Ryu et al. 2021</a>,,,,,,0.921,,,,0.064,0.099,-0.033,0,,,,,,,,,,<a refstr=RYU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...96R/abstract target=ref>Ryu et al. 2021</a>,17h59m17.54s,269.8230833,-26d58m55.20s,-26.982,6421,878,-991,,,,,,,,,,18-11-2021,2021-09,18-11-2021,0,KMT-2016-BLG-2605L_nan
HD 34445,1,1,6,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,5700,1500,-1500,0,6.36,1.02,-1.02,0,,,,,,,,,120.6,38.9,-38.9,0,0.38,0.13,-0.13,0,Msini,0.032,0.08,-0.032,0,,,,,,,,,0,<a refstr=VOGT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..181V/abstract target=ref>Vogt et al. 2017</a>,G0 V,5836,44,-44,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.21,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,46.0907,0.0996,-0.0991,7.31,0.03,-0.03,5.79,0.023,-0.023,7.14947,0.000257,-0.000257,23-10-2017,2017-11,26-10-2017,1,HD 34445_5700.0
Kepler-185,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.6329,5.00E-06,-5.00E-06,0,0.026,,,0,1.17,0.67,-0.67,0,0.104,0.06,-0.06,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5208,200,-200,0,0.806,0.46,-0.46,0,0.95,,,,,,,,,4.545,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m52.36s,282.4681674,+43d53m23.81s,43.8899464,466.735,4.744,-4.652,14.562,0.126,-0.126,12.515,0.013,-0.013,14.4426,0.000325,-0.000325,14-05-2014,2014-03,14-05-2014,0,Kepler-185_1.6329
HD 51608,1,1,2,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,95.9446,0.1555,-0.1366,0,0.3809,0.0153,-0.0164,0,,,,,,,,,14.31,1.63,-1.53,0,0.045,0.0051,-0.0048,0,Msini,0.14,0.07,-0.07,0,,,,,,,,,0,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G7 V,5358,22,-22,0,0.94,,,,0.8,,,0,-0.07,0.01,-0.01,0,[Fe/H],4.36,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h54m51.29s,103.7137102,-55d15m36.07s,-55.2600189,35.0553,0.0333,-0.0331,8.17,0.03,-0.03,6.328,0.018,-0.018,7.96058,0.000279,-0.000279,05-02-2019,2019-02,07-02-2019,1,HD 51608_95.9446
Kepler-1898,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,4.765620232,,,0,0.1079,,,,0.93353523,,,0,0.08328458,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5702,189,-172,0,1.125,0.347,-0.284,0,0.837,0.13,-0.07,0,-0.28,0.3,-0.3,0,[Fe/H],4.258,0.253,-0.207,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m49.39s,287.2058009,+38d29m53.49s,38.4981903,360.921,1.897,-1.878,13.387,0.092,-0.092,11.532,0.021,-0.021,13.1697,0.000232,-0.000232,05-12-2021,2022-02,05-12-2021,0,Kepler-1898_4.765620232
TOI-4961,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,7.479182,8.20E-06,-8.20E-06,0,0.0726,0.0013,-0.0011,0,12.34108775,0.45956821,-0.43715025,0,1.101,0.041,-0.039,0,572.0911326,66.74396547,-73.10053361,0,1.8,0.21,-0.23,0,Mass,0.182,0.04,-0.048,0,115,16,-14,0,919,30,-29,0,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,5380,180,-170,0,0.912,0.032,-0.03,0,0.912,0.051,-0.04,0,0.206,0.09,-0.088,0,[Fe/H],4.479,0.034,-0.034,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m00.45s,192.5018624,-59d53m30.96s,-59.8919345,213.073,1.371,-1.354,12.486,0.057,-0.057,10.304,0.023,-0.023,12.2685,0.000193,-0.000193,29-07-2025,2025-07,29-07-2025,0,TOI-4961_7.479182
WASP-43,1,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,0.813475,1.00E-06,-1.00E-06,0,0.0142,0.0004,-0.0004,0,10.424,0.785,-1.009,0,0.93,0.07,-0.09,0,565.714,31.782,-31.782,0,1.78,0.1,-0.1,0,Mass,0,,,0,,,,,,,,,1,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,,4400,200,-200,0,0.6,0.03,-0.04,0,0.58,0.05,-0.05,0,-0.05,0.17,-0.17,0,[Fe/H],4.65,0.06,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m37.96s,154.9081869,-09d48m23.20s,-9.8064431,86.7467,0.3281,-0.3257,12.305,0.057,-0.057,9.267,0.026,-0.026,11.907,0.001847,-0.001847,14-05-2014,2011-11,14-05-2014,0,WASP-43_0.813475
Kepler-902,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,40.1099547,0.0001551,-0.0001551,0,0.1011,,,,2.54,0.33,-0.18,0,0.22660362,0.02944063,-0.01605852,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5647,73.28,-88.98,0,0.93,0.119,-0.064,0,0.95,0.042,-0.051,0,0,0.142,-0.171,0,[Fe/H],4.49,0.049,-0.114,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m55.61s,289.7317067,+46d57m13.95s,46.953875,1165.34,48.64,-44.97,14.992,0.057,-0.057,13.26,0.028,-0.028,14.8583,0.000314,-0.000314,06-05-2016,2016-05,10-05-2016,0,Kepler-902_40.1099547
